t,x,z
1,-0.10150288663988596,2.392606984006732
2,-0.11513582876265888,3.0917622046714386
3,-0.1306717879835973,3.809527445467182
4,-0.1517315246697722,4.53661214673212
5,-0.17169469223860806,5.283876412746208
6,-0.20110478196950113,6.044168431747339
7,-0.23586063289323245,6.819006179500062
8,-0.2711019123255804,7.611672901046317
9,-0.3094605345263432,8.41806526484487
10,-0.34619110992712193,9.234994137964351
11,-0.39115946847995736,10.055903079997938
12,-0.4379995522165385,10.88488093236981
13,-0.481251657399633,11.718682750375208
14,-0.5303513711084225,12.5634846083021
15,-0.5829027667351759,13.415067695520989
16,-0.6402130880395349,14.27417459570798
17,-0.6994416696503133,15.145443927671007
18,-0.765259791630584,16.02637038972868
19,-0.8305707739826429,16.909703106669564
20,-0.8934913618751574,17.80307124567839
21,-0.9577478047458484,18.70628679575649
22,-1.025726832042242,19.6111339955674
23,-1.08985531180825,20.524808232071827
24,-1.1612964250457118,21.445298275327723
25,-1.232807601364117,22.367381109574186
26,-1.3105904509868003,23.302395133863122
27,-1.3848842094412388,24.24035515320013
28,-1.4521774313128093,25.182439014904226
29,-1.52231613053047,26.128524525296793
30,-1.5929125915454911,27.073750193820082
31,-1.6641512543033747,28.022395534065385
32,-1.7293827285059582,28.97784278705036
33,-1.7937877827383364,29.95170723717631
34,-1.8576498595497297,30.936296442931614
35,-1.921226665908938,31.917414384104244
36,-1.9827546620914116,32.90263778004556
37,-2.0442445931505357,33.886792886189696
38,-2.11520466328517,34.87133010462415
39,-2.1903531971282195,35.86850974246076
40,-2.2680546705308866,36.85843262191585
41,-2.3500247017087967,37.863212395865474
42,-2.4275399875399106,38.85703084516747
43,-2.50998213157929,39.8493067632034
44,-2.587150927352437,40.847334992758675
45,-2.6787285220815993,41.852215754875154
46,-2.7626363510716634,42.85586550416222
47,-2.8442742640357217,43.84754458280044
48,-2.930573712045805,44.846196419891726
49,-3.011655574930808,45.83571630045148
50,-3.0899050271224175,46.83329973134717
51,-3.1721028544726115,47.81583038996152
52,-3.258384612314356,48.784919869526334
53,-3.3436799108570003,49.75008136913584
54,-3.4295894841679333,50.72704318781801
55,-3.5107966594690265,51.70658536449503
56,-3.591389900027512,52.678133087050135
57,-3.6713778218987345,53.64279445748242
58,-3.7491521564072388,54.60539377057893
59,-3.82599149725212,55.558282623850936
60,-3.9099319344142582,56.50939598224005
61,-3.9947200555273277,57.46416425839118
62,-4.076010159110717,58.41902465852008
63,-4.1635314578162745,59.36372932295015
64,-4.250311140153384,60.29728689549686
65,-4.338529547972534,61.216467845731906
66,-4.428918519337885,62.132994176169795
67,-4.521153347219489,63.031535254374006
68,-4.613516277661277,63.938567872926804
69,-4.701933058114056,64.8210349290413
70,-4.78871678158379,65.68603990106648
71,-4.878480002715503,66.53281589034398
72,-4.964123719782578,67.37472702330676
73,-5.050439826759872,68.20125163055683
74,-5.135705909017125,69.01021475528468
75,-5.2265395646158535,69.81246183283804
76,-5.316158061075675,70.6061810496965
77,-5.404628584677121,71.38065999172503
78,-5.4939049206134385,72.12827079263046
79,-5.578178892427154,72.85505594040629
80,-5.657325119229677,73.56812848786116
81,-5.740145138923062,74.2573613677625
82,-5.827132357794241,74.94318226126107
83,-5.903201924945712,75.60618370656502
84,-5.977023508909368,76.24304382535361
85,-6.0391489648484615,76.86235566383918
86,-6.099523606495618,77.46464749463937
87,-6.169493226674646,78.05798497429444
88,-6.238360843902501,78.63110311539084
89,-6.292566813379077,79.19644715558994
90,-6.334144558156065,79.74380789231049
91,-6.3681308895218605,80.28115230589249
92,-6.409274228619202,80.8021947954394
93,-6.4426468125391905,81.30750065229992
94,-6.462882344527321,81.80387867244691
95,-6.461338561663611,82.29202811923551
96,-6.4377657466824765,82.7596530523605
97,-6.401411552508423,83.21980422019246
98,-6.3488011774629785,83.67340606829701
99,-6.2805233691951,84.12059332683053
100,-6.193537851622703,84.55723264448251
101,-6.083625181832145,84.98034939780963
102,-5.956492801844307,85.3883579940889
103,-5.8072518953154635,85.7800271418397
104,-5.633746844409835,86.15348826585559
105,-5.442646460006953,86.50673636744517
106,-5.2290563093111295,86.8380594938642
107,-4.995435719480051,87.1445653875038
108,-4.74532988649617,87.43756878103461
109,-4.473215849250875,87.71170901120678
110,-4.18510392703697,87.9682996717961
111,-3.8836167805184783,88.19914034467749
112,-3.5668203760921244,88.40680747645361
113,-3.233104073074471,88.59363979807691
114,-2.9021160801388524,88.7667596865076
115,-2.567045268763903,88.92782127112004
116,-2.225847778060693,89.06294214159234
117,-1.8729806120303851,89.17421104036177
118,-1.5075478749599083,89.26286159853078
119,-1.1416400556950295,89.35278119153959
120,-0.7721860446759987,89.45256938186157
121,-0.40480028843220073,89.55371267070942
122,-0.02278376452518832,89.63809851546195
123,0.3708484025570406,89.70461010511087
124,0.7769920546521233,89.75900547912406
125,1.1953484545604616,89.8095151294455
126,1.6135955743327537,89.85769963179527
127,2.058534211844065,89.91704278107022
128,2.5160083211605015,89.96484617563513
129,2.985267110535257,90.00378073020828
130,3.46672446292845,90.03776978649934
131,3.960244070487584,90.06174598523096
132,4.473301041222816,90.08590203489305
133,5.001370905588762,90.1116307857711
134,5.548352606678254,90.13744696525987
135,6.108108419052532,90.16140694321253
136,6.69408478986212,90.18538055014537
137,7.2958604759246795,90.2020443341529
138,7.913185396938351,90.22031483129855
139,8.554079965795765,90.2403490279586
140,9.210599002084468,90.25533993919629
141,9.884177512110924,90.26920366691552
142,10.573661963673642,90.28784654829252
143,11.281114292904247,90.30743710619797
144,12.002484645372318,90.33799128238141
145,12.746044691405071,90.37092164409218
146,13.49923723082796,90.40561283135627
147,14.270794531780243,90.44773474520622
148,15.054998581457442,90.50111010451928
149,15.852682216245592,90.55279706331122
150,16.65315824304315,90.61364898591899
151,17.44935837233805,90.67014093051944
152,18.2613987316899,90.73736282223582
153,19.077851385425788,90.80431602214517
154,19.89466131858466,90.86600116516549
155,20.721869664368697,90.93217846835043
156,21.544220904767876,90.99322763875125
157,22.3700645953932,91.05888399153837
158,23.19274289940204,91.12479123616973
159,24.007620754902714,91.18515373434956
160,24.826188510903364,91.24705161070054
161,25.64664477832452,91.3042499099843
162,26.462129165443184,91.36011554537536
163,27.28201320596224,91.40765532111064
164,28.09581407796444,91.44954868246074
165,28.905920935036924,91.48497817192512
166,29.714091271975565,91.51426307591056
167,30.519708407557662,91.53128196189611
168,31.32325178456957,91.53603543194622
169,32.12113777622068,91.53740758839189
170,32.913272973275525,91.52527611502511
171,33.697146809738214,91.50668332879262
172,34.4803905284366,91.47826480387003
173,35.24910371492639,91.44312271129965
174,36.01948090907989,91.40272825930778
175,36.77873452918026,91.3524989250361
176,37.53278935891126,91.292383130543
177,38.2766870841372,91.23071383247712
178,39.01300834342544,91.15937259414422
179,39.74351980946417,91.08534617956015
180,40.464734048930225,91.00706987155382
181,41.179725214470665,90.9287411588811
182,41.88558972996479,90.85088680529205
183,42.57062940062333,90.78090217330174
184,43.24612566322972,90.70497218672551
185,43.90107874420607,90.63293557560691
186,44.54004535519619,90.56741833004305
187,45.16525729954044,90.50567810173018
188,45.76777439184547,90.45762444941126
189,46.349036655601886,90.42244252917668
190,46.909030227484486,90.39779974378601
191,47.45349265224679,90.38401030889827
192,47.98489409869173,90.38429725221538
193,48.50201230893544,90.40369301680008
194,49.02351581684047,90.43748959352783
195,49.52614221012548,90.486077216894
196,50.030889875351086,90.55051550490478
197,50.54167788802269,90.64772937289983
198,51.041376634338825,90.76573909173432
199,51.52674060652276,90.90758720804666
200,51.9940732980308,91.07146656610577
201,52.452120058963956,91.26173388075932
202,52.89551157351429,91.47572730640962
203,53.31378143297627,91.71706534487737
204,53.69762075926586,91.98986784109242
205,54.066077316480175,92.28730199133517
206,54.410863447355524,92.61622826220787
207,54.728336557220125,92.96454953665123
208,55.02469414499177,93.33059276617509
209,55.29310156110934,93.71966024776349
210,55.52607750644358,94.1270341186882
211,55.736556586216395,94.55301579218236
212,55.918508785312014,94.99008078430896
213,56.071686055167916,95.43934657192447
214,56.206270535349866,95.89746870973588
215,56.31852896793699,96.36476801694643
216,56.42015341094149,96.83614526132583
217,56.51815691286635,97.31264813615869
218,56.62422454744063,97.79278113221635
219,56.724306678363554,98.28106730730028
220,56.81396376414265,98.77857638521506
221,56.897860704444014,99.28498820936147
222,56.97980574490135,99.79800591571083
223,57.06824459646897,100.32013846972319
224,57.16932179374051,100.85159383551834
225,57.276228308555204,101.39250514406888
226,57.3918465345088,101.94523386300612
227,57.50777018287288,102.5109963484733
228,57.62073326695768,103.09359209570606
229,57.73896925928007,103.69209231663655
230,57.87613517669495,104.2988280255733
231,58.02173544426822,104.92142642634956
232,58.16805506719607,105.5510310031894
233,58.32105796010428,106.18898470726552
234,58.47576622419969,106.83750511552824
235,58.62583140377343,107.49041850796043
236,58.77209368574369,108.15719585423201
237,58.918928696380235,108.83576606827992
238,59.07174008437771,109.53694803016873
239,59.22900440323426,110.24966070426484
240,59.38352220193666,110.97656308202404
241,59.533063490654946,111.7061280960693
242,59.677729121704225,112.44630742012934
243,59.83060728312291,113.1906438104767
244,59.98193660229805,113.94743697108746
245,60.12585460295506,114.69785658653414
246,60.29953591609605,115.50285542183825
247,60.45745831589078,116.30550652614102
248,60.61878342693306,117.10898116425005
249,60.782579902535076,117.9180744680897
250,60.938456479246334,118.7415356170652
251,61.08885963981684,119.56605615962279
252,61.23829729519948,120.39470410438564
253,61.381731356785615,121.23126870113043
254,61.534474057667225,122.0741129259763
255,61.68702452936973,122.92613541985072
256,61.847806492739686,123.76066781394945
257,62.020922597310495,124.6109927840804
258,62.203580640278446,125.45339261936006
259,62.388306603838295,126.29939453393268
260,62.567731217135375,127.15783702923176
261,62.73499884871293,128.0005639968971
