t,x,z
1,0.2809210485915521,3.0291598243201543
2,0.4604491165179649,4.055557892708544
3,0.6858087913354155,5.079289124764944
4,0.9555944749004115,6.088432230336233
5,1.27297724143981,7.105850211588104
6,1.6407883283710196,8.151088682155269
7,2.0490334443853557,9.138158168996231
8,2.496021497148567,10.114803446242117
9,2.98383670933982,11.041539016812173
10,3.5133448533697984,11.951289448266026
11,4.076221755407351,12.810692910314089
12,4.683833851965146,13.639613604967918
13,5.350697735086054,14.488276615452548
14,6.045223133696039,15.237827692627421
15,6.76788111168305,15.952493830633596
16,7.529725433956568,16.645807249120658
17,8.335208845609156,17.283363808862862
18,9.173078010531066,17.9006232693335
19,10.022570418822585,18.464665959933555
20,10.893875636204427,18.991956992117593
21,11.864150092770908,19.50354207475961
22,12.787218754188729,19.935304926271233
23,13.740742807946377,20.33588126878611
24,14.778761517430874,20.688514742485424
25,15.80712950827595,21.018244181363464
26,16.893001947024572,21.34873281365286
27,17.988912226796355,21.632361320986213
28,19.059785502628856,21.857953985675522
29,20.15179249606093,22.04276741307246
30,21.250114803964642,22.214970891551886
31,22.378924369562426,22.356319593355504
32,23.495647548780056,22.44553799057539
33,24.642565507573053,22.513213058254454
34,25.84239740023771,22.600227062682617
35,27.014399594609756,22.603537396704453
36,28.2301469377632,22.54922623998506
37,29.44334371627964,22.491377118040138
38,30.69254517205071,22.428746917012194
39,31.933004526082268,22.294165198601604
40,33.18496780518686,22.161118894950718
41,34.42908834652986,22.02054307377269
42,35.68499493793849,21.851932772787976
43,36.947946900307514,21.670382548099944
44,38.21622648959057,21.478212035234808
45,39.50315442754107,21.275123240722532
46,40.787511283009145,21.06143045963079
47,42.11583311345887,20.820730865488603
48,43.45548769315853,20.554008931930873
49,44.790492305175725,20.30716143670284
50,46.14178958317457,20.035753133142403
51,47.5101716223746,19.752282967580857
52,48.89398275256577,19.462969991895818
53,50.29640550662114,19.147327104821592
54,51.7316050392059,18.819283099816847
55,53.180412628300616,18.479775322671767
56,54.61412317444876,18.158421376677968
57,56.06657085378877,17.83059723577479
58,57.5378661417669,17.497471059227028
59,59.03273990672804,17.16086639454846
60,60.52042078252424,16.834821083344263
61,62.03552439042476,16.5066460773578
62,63.60418549103516,16.158866534320122
63,65.17074629699775,15.810281480257618
64,66.75991890791919,15.46861357038998
65,68.38350135071481,15.101873408680024
66,70.01998958422418,14.750224182311756
67,71.73020567761236,14.326708171454989
68,73.38805716226058,13.976051574302234
69,75.06597305480338,13.623774064633247
70,76.7449058041484,13.275545087159529
71,78.44306560038737,12.923954367167378
72,80.15167981693692,12.57255483534155
73,81.88106021214074,12.22202756580457
74,83.62284633961346,11.8611326891028
75,85.37507822940577,11.506704158662892
76,87.15135539076735,11.13374979496205
77,88.94704327979154,10.743521170673011
78,90.76033976107348,10.36779840751161
79,92.57067898480236,9.980533465472005
80,94.42158272512486,9.595544824151483
81,96.25938742678932,9.197873953130657
82,98.09816826732308,8.820261130659667
83,99.94635048289489,8.424635436825275
84,101.80696722775058,8.047952084866035
85,103.65560799183278,7.6418448307996885
86,105.54323655374364,7.2394370627733595
87,107.42546530137523,6.825699995002896
88,109.30645656859826,6.393966228948698
89,111.20126376428279,5.947472971479283
90,113.12181502868104,5.482623161646365
91,115.01658875244694,5.02386503099287
92,116.95409649727888,4.5450396796982355
93,118.92401731499088,4.053714522588598
94,120.87862332797654,3.541791433247013
95,122.84397054216718,3.0162952830651344
96,124.78219422752842,2.4972590955099228
97,126.7434664557896,1.945331614426045
98,128.6935651486061,1.3924543590644376
99,130.64099737648183,0.8293524026933559
100,132.60923335185666,0.2402313984868103
101,134.58387921130134,-0.36894985885648546
102,136.56646248443806,-0.9862717450275285
103,138.5914227597126,-1.6037024601855858
104,140.57883962996152,-2.246719196333659
105,142.54924951174348,-2.887437745954868
106,144.56512627508937,-3.543810943688042
107,146.56629017523468,-4.1888459482913785
108,148.5598576034045,-4.852535364852722
109,150.58754173541465,-5.529372591529998
110,152.60622697674702,-6.21289642898745
111,154.6166178901968,-6.914282880774441
112,156.6336381737371,-7.611221293311207
113,158.65427885654228,-8.328562528782856
114,160.66018450507565,-9.059184246000573
115,162.6726533265492,-9.797776954812043
116,164.6681037583062,-10.55464068488091
117,166.68875039808572,-11.313442487148585
118,168.73971538326745,-12.103179480224158
119,170.79878033546558,-12.896716810473782
120,172.87881049823423,-13.712155914811714
121,174.96544350889184,-14.550438773103966
122,176.9992107947209,-15.384187754728252
123,179.05372288214298,-16.225452686777576
124,181.1326000623758,-17.087705466735162
125,183.17740118109754,-17.953532996826674
126,185.245504301109,-18.82912707928224
127,187.29844438092562,-19.70545443765821
128,189.36582570859807,-20.592190222416814
129,191.44874844449095,-21.481272565699275
130,193.52420106690204,-22.384544251662934
131,195.6392863576517,-23.3146165780041
132,197.69872821634414,-24.24392799448149
133,199.79073909371223,-25.170215156245774
134,201.92896607064537,-26.14387024360674
135,204.02541945237306,-27.07717053355667
136,206.1199942020963,-28.020672368204345
137,208.23857683734974,-28.99693778470091
138,210.33072698975988,-29.965488291086196
139,212.43059533606103,-30.933124521741878
140,214.56381076892018,-31.9578863489077
141,216.65537932311824,-32.96861159446878
142,218.7567548395896,-33.98939319487022
143,220.8989434119117,-35.049617669870514
144,223.0296874490274,-36.1219423783675
145,225.14629252486353,-37.1732713387526
146,227.26876952797883,-38.22959224715612
147,229.3855972780371,-39.27447221049275
148,231.5513312451723,-40.35675777497858
149,233.46065320033262,-41.35826712831971
150,235.44761547010404,-42.37891100276659
151,237.57516013303166,-43.4925774282241
152,239.64604492736032,-44.574210909950935
153,241.7065871314974,-45.68098843169157
154,243.80842253478707,-46.81586746435854
155,245.8366908795904,-47.92127994481008
156,247.91418855676596,-49.063401867657014
157,250.01851116225865,-50.21228763808895
158,252.14243974735925,-51.38277837541963
159,254.23365586881525,-52.55736723866741
160,256.3078857853096,-53.73052163756828
161,258.4237348432699,-54.974804589223744
162,260.52643056671116,-56.21210352429448
163,262.6159388456553,-57.4269754493539
164,264.7306214907103,-58.68685492407525
165,266.72338817715837,-59.86326874264106
166,268.75437535815826,-61.05972984536849
167,270.78702473380474,-62.24493314958267
168,272.8081717107466,-63.45070956138744
169,274.8615662984889,-64.68022458006939
170,276.9667628586733,-66.03553327028708
171,279.0687949298156,-67.30970436329096
172,281.1489059202647,-68.58196535387684
173,283.2297306832343,-69.86954860468956
174,285.30980641877414,-71.16865072309798
175,287.441042136981,-72.50982524405195
176,289.5735668585316,-73.85763501348158
177,291.64777061215926,-75.27540052913963
178,293.79572490323716,-76.63969155926763
179,295.94584554669984,-78.01629719141589
180,298.0483723202008,-79.35513768372982
181,300.21151264081806,-80.71213567416025
182,302.41362671274527,-82.11318998899341
183,304.50451806008414,-83.47413522731115
184,306.5860503425738,-84.82699883103396
185,308.7375148206008,-86.19480694086697
186,310.93261218848903,-87.64635866492688
187,313.135109179862,-89.08860846531437
188,315.3718363677069,-90.6137365856507
189,317.5639186464969,-92.10222648702327
190,319.76595634862053,-93.61001180053412
191,321.9396452219418,-95.111755729919
192,324.13410363762796,-96.63798867455384
193,326.3004992322233,-98.18274054900402
194,328.43483876912654,-99.6802110385628
195,330.60474529846357,-101.24735841255946
196,332.7772697775644,-102.83436233729614
197,334.92139474607,-104.42373582166516
198,337.06804880135894,-106.00418895460213
199,339.2062180051387,-107.61620850342021
200,341.28791066382,-109.18436093031511
201,343.39130411606965,-110.80255520071391
202,345.49207917844245,-112.44482824527788
203,347.5650638912656,-114.06997721753879
204,349.7256185671453,-115.75248671524406
205,351.86201431777585,-117.43545933167516
206,353.966583322455,-119.07361309366574
207,356.05452442068685,-120.72613992529372
208,358.1342456683279,-122.40955584225301
209,360.2501680893844,-124.13571835512984
210,362.2961422177402,-125.83160445444365
211,364.336518492705,-127.51951917306836
212,366.38882857669296,-129.23210505446343
213,368.41446215098205,-130.86213369445647
214,369.91686904821603,-132.30073972752834
215,372.034108740237,-134.15314920049352
216,374.0252812664295,-135.87903738575005
217,375.99646493178307,-137.59198782918983
218,378.14900578291235,-139.40104673248985
219,380.2063881974977,-141.1697976048189
220,382.33121680255664,-142.98510324403546
221,384.39633662118644,-144.7522348989648
222,386.49300614519603,-146.5326279082174
223,388.5228911186393,-148.32168970498486
224,390.6320057797031,-150.3383749137669
225,392.8491175428363,-152.61287864855493
